participant,accuracy,rt
12003.0,0,-0.858240699999442
12003.0,0,0.268554399997811
12003.0,0,-0.264131200005068
12003.0,1,-0.336899900001299
12003.0,0,-1.01131240000541
12003.0,1,-0.660437999998976
12003.0,0,-0.565618500004348
12003.0,1,0.535184199994546
12003.0,1,0.215847499996016
12003.0,1,-0.834735400007048
12003.0,0,-0.524800599996524
12003.0,0,-0.0941385000041918
12003.0,1,0.47233160000178
12003.0,1,0.587838699997519
12003.0,1,0.96881339999527
12003.0,1,-0.256625900001382
12003.0,0,-0.625569900003029
12003.0,0,-0.490826000001107
12003.0,0,-0.302246899998863
12003.0,1,-0.583479000000807
12003.0,0,0.550651999998081
12003.0,0,0.446691199998895
12004.0,1,1.30310879996978
12004.0,1,0.678596100071445
12004.0,1,0.569782100152224
12004.0,1,0.447805600007996
12004.0,1,0.516336600063369
12004.0,1,0.422045000130311
12004.0,0,0.425183099927381
12004.0,1,0.695408800151199
12004.0,1,0.58338150032796
12004.0,1,0.590208000037819
12004.0,1,0.571811300003901
12004.0,1,0.818828999996185
12004.0,1,0.6886276002042
12004.0,1,0.529354100115597
12004.0,1,0.54585130000487
12004.0,1,0.55374260013923
12004.0,1,1.07342970022
12004.0,1,0.451633000047877
12004.0,1,0.543141200207174
12004.0,1,0.463204600149766
12004.0,1,0.458675000118092
12004.0,1,0.510198100004345
12004.0,1,0.503850600216538
12004.0,1,0.3844681000337
12004.0,1,0.638467600103468
12004.0,1,0.87432250007987
12004.0,1,0.749970000237226
12004.0,1,0.508377200225368
12004.0,1,0.509672600077465
12004.0,1,0.520189400063828
12004.0,1,0.551755900029093
12004.0,1,0.462385999970138
12004.0,1,0.474125700304285
12004.0,1,0.357750300085172
12004.0,1,0.413073500152677
12004.0,1,0.377814600244164
12004.0,1,0.447999800089747
12004.0,1,0.628064499935135
12004.0,1,0.641089000040665
12004.0,1,0.46833990002051
12005.0,1,1.38798200013116
12005.0,1,1.24849100015126
12005.0,1,0.970974699826911
12005.0,1,1.33875569980592
12005.0,1,1.20935160014778
12005.0,1,1.26205240003765
12005.0,1,1.47225830005482
12005.0,1,0.947474000044167
12005.0,1,0.665986699983478
12005.0,1,1.08558330009691
12005.0,1,0.997996399877593
12005.0,1,1.03624269994907
12005.0,1,1.54290840006433
12005.0,1,0.830089199822396
12005.0,1,0.978689699899405
12005.0,1,1.02571430010721
12005.0,1,1.04596240003593
12005.0,1,0.913365800166503
12005.0,1,1.09878650004975
12005.0,1,1.01288089994341
12005.0,1,0.984487999929115
12005.0,1,1.09375220001675
12005.0,1,1.07968620001338
12005.0,1,0.922072499990463
12005.0,1,0.954259000020102
12005.0,1,0.873164700111374
12005.0,1,1.65220840019174
12005.0,1,2.03010120010003
12005.0,1,0.93072159984149
12005.0,1,0.593361799838021
12005.0,1,0.888380900025368
12005.0,1,0.809523399919271
12005.0,1,0.703342400025576
12005.0,1,0.928030099952593
12005.0,1,1.02436650008895
12005.0,1,0.923355699982494
12005.0,1,0.868949600029737
12005.0,1,0.93467739992775
12005.0,1,1.07765139988624
12005.0,1,0.760216099908575
12006.0,1,0.581592299742624
12006.0,1,0.501118300016969
12006.0,1,0.574360199971125
12006.0,1,0.66902369982563
12006.0,1,0.503468399867415
12006.0,1,0.551331599941477
12006.0,1,0.67882169992663
12006.0,1,0.768770399736241
12006.0,1,0.599382299929857
12006.0,1,0.589948300039396
12006.0,1,0.619874699739739
12006.0,1,0.439539199927822
12006.0,1,0.701471799751744
12006.0,1,0.445957999909297
12006.0,1,0.506122800055891
12006.0,1,0.426561699714512
12006.0,1,0.599056100007147
12006.0,1,0.493214699905366
12006.0,1,0.423410899937153
12006.0,1,0.404957799939439
12006.0,1,0.321653099730611
12006.0,1,0.434410199988633
12006.0,1,0.471296099945903
12006.0,1,0.457467699889094
12006.0,1,0.564719100017101
12006.0,1,0.587514800019562
12006.0,1,0.475082000019029
12006.0,1,0.557343799853697
12006.0,1,0.603335399879143
12006.0,1,0.361964700045064
12006.0,1,0.384397499728948
12006.0,1,0.526763800065964
12006.0,1,0.823637699941173
12006.0,1,0.507853899849579
12006.0,1,0.685261700069532
12006.0,1,0.359310599742457
12006.0,1,0.413639299804345
12006.0,1,0.715392199810594
12006.0,1,0.635768000036478
12006.0,1,0.60786179988645
12007.0,1,1.34279309999965
12007.0,1,1.32545059999939
12007.0,1,1.19119609999962
12007.0,1,1.24321500000042
12007.0,1,1.06195599999955
12007.0,1,1.23289409999961
12007.0,1,1.17438089999996
12007.0,1,1.31529219999902
12007.0,1,1.01191019999987
12007.0,1,0.984805000000051
12007.0,1,1.20656549999967
12007.0,1,1.12271580000015
12007.0,1,1.03542509999897
12007.0,1,1.05445889999919
12007.0,1,1.31453839999995
12007.0,1,1.06599599999936
12007.0,1,1.10984199999984
12007.0,1,0.919527000000016
12007.0,1,1.12745519999953
12007.0,1,0.991216699999313
12007.0,1,0.909232399999382
12007.0,1,1.01414149999982
12007.0,1,1.09045669999978
12007.0,1,0.931756999999379
12007.0,1,0.980769799999507
12007.0,1,1.11461469999995
12007.0,1,0.980156099999476
12007.0,1,0.849719099999675
12007.0,1,0.997114599999804
12007.0,1,0.938490499999716
12007.0,1,1.20214579999993
12007.0,1,0.807342600000084
12007.0,1,0.932091099999525
12007.0,1,0.868731999999909
12007.0,1,0.974251599999661
12007.0,1,0.805729699999574
12007.0,1,0.785285499999191
12007.0,1,1.09575070000028
12007.0,1,1.00239289999899
12007.0,1,0.878235299999687
12008.0,1,0.796670799987623
12008.0,1,1.36938249999366
12008.0,1,0.791703399998369
12008.0,1,0.628028199993423
12008.0,1,0.440606100004516
12008.0,1,0.59837810001045
12008.0,1,0.802763200001209
12008.0,1,0.408074299994041
12008.0,1,0.37310629998683
12008.0,1,0.53306389998761
12008.0,0,0.32539359999646
12008.0,1,0.821945899995626
12008.0,1,0.506257199987886
12008.0,1,0.354948399995919
12008.0,1,0.562232899988885
12008.0,1,0.675305600001593
12008.0,1,0.484886399994139
12008.0,1,0.400145699997665
12008.0,1,0.524424500006717
12008.0,1,0.381631399999605
12008.0,1,0.588915499989525
12008.0,1,0.553996199989342
12008.0,1,0.585033399998792
12008.0,1,0.552032999999938
12008.0,1,0.519022899999982
12008.0,1,0.454788999995799
12008.0,1,0.418756499988376
12008.0,1,0.391060699985246
12008.0,1,0.701235800006543
12008.0,1,0.479724099990562
12008.0,1,0.448872599983588
12008.0,1,1.7253905999969
12008.0,1,0.380639299997711
12008.0,1,0.491722600010689
12008.0,1,0.709380199987208
12008.0,1,0.47153629999957
12008.0,1,0.409897199991974
12008.0,1,0.590339500005939
12008.0,1,1.55615069999476
12008.0,1,0.379969899993739
12009.0,1,1.16368399999919
12009.0,1,1.24899389999337
12009.0,1,0.365095600005588
12009.0,1,0.364234599997871
12009.0,1,0.491021100009675
12009.0,1,0.781337899999926
12009.0,1,0.787509000001592
12009.0,1,0.657811799988849
12009.0,1,0.484281799988821
12009.0,1,0.621484499992221
12009.0,1,0.531216000003042
12009.0,1,0.715917399997124
12009.0,1,0.547986799996579
12009.0,1,0.460695000001579
12009.0,1,0.537239500001306
12009.0,1,0.687634999994771
12009.0,1,0.577678999994532
12009.0,1,0.512876799999503
12009.0,1,0.505642300006002
12009.0,1,0.379052899996168
12009.0,1,0.362217000001692
12009.0,1,0.570237100007944
12009.0,1,0.648384200001601
12009.0,1,0.507932199994684
12009.0,1,0.549369500004104
12009.0,1,0.597068999995827
12009.0,1,0.467095399988466
12009.0,1,0.439364899997599
12009.0,1,0.586148899994441
12009.0,1,0.328132599999662
12009.0,1,0.506048800001736
12009.0,1,0.481893000003765
12009.0,1,0.422201299996232
12009.0,1,0.369591099995887
12009.0,1,0.431783099993481
12009.0,1,0.372836899987306
12009.0,1,0.651743000009446
12009.0,1,0.639637299987953
12009.0,1,0.467507800000021
12009.0,0,0.373528399999486
12010.0,1,0.71458350001194
12010.0,1,0.634663599994383
12010.0,1,0.391142700013006
12010.0,1,0.564278899997589
12010.0,1,0.476911200006725
12010.0,1,0.590329800004838
12010.0,0,0.36590229999274
12010.0,1,0.604954199996428
12010.0,1,0.418044400008512
12010.0,1,0.558671000006143
12010.0,1,0.700604600002407
12010.0,1,0.463791300004232
12010.0,1,0.609953599996516
12010.0,1,0.511125499993796
12010.0,1,0.50547469999583
12010.0,1,0.465940000009141
12010.0,1,0.582071900003939
12010.0,1,0.41294320000452
12010.0,1,0.521930699993391
12010.0,1,0.547626300001866
12010.0,0,0.387119100007112
12010.0,1,0.792336600003182
12010.0,1,0.743410900002345
12010.0,1,0.503202600011718
12010.0,1,0.583541200001491
12010.0,1,0.565986400004476
12010.0,1,0.518240500008687
12010.0,1,0.4383516000089
12010.0,1,0.530240599997342
12010.0,1,0.546768800006248
12010.0,1,0.482606000005035
12010.0,1,0.501617599991732
12010.0,1,0.590923600000679
12010.0,1,0.412330499995733
12010.0,1,0.522995000006631
12010.0,1,0.506559600005858
12010.0,1,0.594952200000989
12010.0,1,0.561069800009136
12010.0,1,0.521221600007266
12010.0,1,0.577450700002373
12011.0,1,0.61953079997329
12011.0,1,0.681185399997048
12011.0,1,0.602717499947175
12011.0,1,0.614918900013436
12011.0,1,0.581231100019068
12011.0,1,0.66741270001512
12011.0,1,0.606098099960946
12011.0,1,0.732264100050088
12011.0,1,0.509392299980391
12011.0,1,0.541693200008012
12011.0,1,0.629497199959587
12011.0,1,0.657642600010149
12011.0,1,0.749185900029261
12011.0,1,0.685479999985546
12011.0,1,0.495867200021166
12011.0,1,0.514244299964048
12011.0,1,0.61101829999825
12011.0,1,0.639628399978392
12011.0,1,0.572592200012878
12011.0,1,0.514448500005528
12011.0,1,0.524514099990483
12011.0,1,0.507865799998399
12011.0,1,0.580991399998311
12011.0,1,0.620376900013071
12011.0,1,0.592620499955956
12011.0,1,0.543378700036556
12011.0,1,0.495381999993697
12011.0,1,0.600266000023112
12011.0,1,0.46228889998747
12011.0,1,0.538039100007154
12011.0,1,0.585089800006244
12011.0,1,0.583042500016745
12011.0,1,0.638592700008303
12011.0,1,0.674289399990812
12011.0,1,1.00425459997496
12011.0,1,0.433328600018285
12011.0,1,0.717766000016127
12011.0,1,0.573868999956176
12011.0,1,0.540361699997447
12011.0,1,0.70877130003646
12012.0,1,0.7204870999999
12012.0,1,0.607844599999908
12012.0,1,0.822508799999923
12012.0,1,0.529989699999987
12012.0,1,0.569569199999933
12012.0,1,0.544318900000007
12012.0,1,0.696182199999839
12012.0,1,0.506006600000092
12012.0,1,0.619261199999983
12012.0,1,0.512118900000132
12012.0,1,0.5535382999999
12012.0,1,0.65735339999992
12012.0,1,0.49173780000001
12012.0,1,0.566328099999964
12012.0,1,0.461702399999922
12012.0,1,0.546143999999913
12012.0,1,0.506018900000072
12012.0,1,0.53828169999997
12012.0,0,0.41878870000005
12012.0,1,0.583306099999845
12012.0,1,0.518805499999871
12012.0,1,0.525731599999972
12012.0,1,0.494330699999864
12012.0,1,0.522260499999902
12012.0,1,0.529931400000123
12012.0,1,0.619229099999984
12012.0,1,0.56012150000015
12012.0,1,0.479286099999854
12012.0,1,0.544814000000088
12012.0,1,0.808886999999913
12012.0,1,0.462256499999967
12012.0,1,0.378145700000005
12012.0,1,0.392318100000011
12012.0,1,0.389879199999996
12012.0,1,0.515904900000123
12012.0,1,0.885203300000057
12012.0,1,0.598891300000105
12012.0,1,0.71627639999997
12012.0,1,0.717819899999995
12012.0,1,0.71044710000001
12013.0,1,1.12467479999759
12013.0,1,0.948940100002801
12013.0,1,0.539738299994497
12013.0,1,0.556107900018105
12013.0,1,0.538505700009409
12013.0,1,0.667052100005094
12013.0,1,0.69515000001411
12013.0,1,0.719829400011804
12013.0,1,0.552573900000425
12013.0,1,0.607952499995008
12013.0,1,0.669057099992642
12013.0,1,0.519427999999607
12013.0,1,0.639707800000906
12013.0,1,0.675390499993227
12013.0,1,0.662459599989234
12013.0,1,0.555061599996407
12013.0,1,0.506301999994321
12013.0,1,0.482668899989221
12013.0,1,0.549588800000492
12013.0,1,0.670026399980998
12013.0,1,0.527586300013354
12013.0,1,0.617152199993143
12013.0,1,0.669714000017848
12013.0,1,0.841295099991839
12013.0,1,0.636785900016548
12013.0,1,0.623606999986805
12013.0,1,0.53208109998377
12013.0,1,0.485075500007952
12013.0,1,0.934917000005953
12013.0,1,0.566035399999237
12013.0,1,0.637263800017536
12013.0,1,0.4974337000167
12013.0,1,0.523654000018723
12013.0,1,0.55664200001047
12013.0,1,0.580427300010342
12013.0,1,0.474102800013497
12013.0,1,0.476247299986426
12013.0,1,0.591980099998182
12013.0,1,0.660467099980451
12013.0,1,0.672153299994534
12.014,1,0.759738799999468
12.014,1,0.710538699990138
12.014,1,0.567838000017218
12.014,1,0.613329899962991
12.014,1,0.594643999997061
12.014,1,0.504530499980319
12.014,0,0.346601400000509
12.014,1,0.826893399993423
12.014,1,0.446715599973686
12.014,1,0.779320199973881
12.014,1,0.513043300015852
12.014,1,0.682621099986136
12.014,1,0.557034500001464
12.014,1,0.452819700003602
12.014,1,0.663391999958549
12.014,1,0.69107320002513
12.014,1,0.48529470001813
12.014,1,0.431481399980839
12.014,1,0.692023699986748
12.014,1,0.509871900023427
12.014,1,0.639811499975622
12.014,1,0.498931699956302
12.014,1,0.588638100016396
12.014,1,0.676038899982814
12.014,1,0.484814400027972
12.014,1,0.5747168000089
12.014,1,0.693799400003627
12.014,1,0.551778299966827
12.014,1,0.942782600002829
12.014,1,0.527461999969091
12.014,1,0.575125199975446
12.014,1,0.590770000009798
12.014,1,0.659518799977377
12.014,1,0.462189400044736
12.014,1,0.521727000013925
12.014,1,0.515307399968151
12.014,1,0.523894999991171
12.014,1,0.548404900007881
12.014,1,0.740726999996696
12.014,1,0.917360500025097
12015.0,1,1.00956129992846
12015.0,1,0.718179899966344
12015.0,1,0.63058719993569
12015.0,1,0.924287599977106
12015.0,1,0.475093799992464
12015.0,1,0.53451759996824
12015.0,1,0.989377500023693
12015.0,1,0.603738599922508
12015.0,1,0.568172100000083
12015.0,1,0.590806099935435
12015.0,1,0.446205899934284
12015.0,0,0.377536100102588
12015.0,1,1.98430439992808
12015.0,1,0.701208099955693
12015.0,1,0.926206099917181
12015.0,1,0.879446700098924
12015.0,1,0.665153500041924
12015.0,1,0.660965800052509
12015.0,1,0.993103599990718
12015.0,1,0.565491800080054
12015.0,1,0.564584800042212
12015.0,1,0.755659400019795
12015.0,1,0.899238299927674
12015.0,1,0.676474199979566
12015.0,1,0.615930699976161
12015.0,1,0.636856700060889
12015.0,1,0.6173522999743
12015.0,1,0.549038599943742
12015.0,1,0.75732189998962
12015.0,1,0.523890199954621
12015.0,1,0.7404618000146
12015.0,1,0.588315899949521
12015.0,1,0.570300500025041
12015.0,1,0.514173399889842
12015.0,1,0.834088199888356
12015.0,1,0.542385800043121
12015.0,1,0.534530699951574
12015.0,1,0.869764599949121
12015.0,1,1.23345140006859
12015.0,1,0.564606699976139
12016.0,1,1.05705780000426
12016.0,1,0.668679900001734
12016.0,1,0.646799699999974
12016.0,1,0.585945499988156
12016.0,1,0.615927000006195
12016.0,1,0.750436400005128
12016.0,1,0.805036099991412
12016.0,1,0.586877599998843
12016.0,1,0.512029499994242
12016.0,1,0.690280499999062
12016.0,1,0.555090199995902
12016.0,1,0.779742999991868
12016.0,0,0.529901599991717
12016.0,1,1.24176929998794
12016.0,1,0.597865999996429
12016.0,1,0.858823399990797
12016.0,1,0.894737800001167
12016.0,1,1.1606666000007
12016.0,1,0.815832499996759
12016.0,1,0.931541699988884
12016.0,1,0.620706599991536
12016.0,1,0.888545599998906
12016.0,1,0.683740499996929
12016.0,1,0.684720899997046
12016.0,1,0.607834499998717
12016.0,1,0.868017300002975
12016.0,1,0.575041199990665
12016.0,1,0.48491619998822
12016.0,1,0.590721000000485
12016.0,1,0.756897399987793
12016.0,1,0.589030999995884
12016.0,1,0.571031900006346
12016.0,1,0.848972499996307
12016.0,1,0.58080599999812
12016.0,1,0.554532199996174
12016.0,1,0.699255900006392
12016.0,1,0.764549300001818
12016.0,1,0.658098999992944
12016.0,1,0.550460600003134
12016.0,1,0.533712800010107
12017.0,1,0.674453400017228
12017.0,1,0.620900999987498
12017.0,1,0.489735000010114
12017.0,1,0.403325100021902
12017.0,1,0.40821429999778
12017.0,1,0.453734499984421
12017.0,1,0.393624399963301
12017.0,0,0.375013199984096
12017.0,1,0.989707800035831
12017.0,1,0.507596700044814
12017.0,1,0.46144970000023
12017.0,1,0.464904399996158
12017.0,1,0.540147599996999
12017.0,1,0.523771100037266
12017.0,1,0.524323799996637
12017.0,1,0.630550900008529
12017.0,1,0.595049600000493
12017.0,1,0.44019880000269
12017.0,1,0.491399099992123
12017.0,1,0.382659399998374
12017.0,1,0.372779799974523
12017.0,1,0.442927900003269
12017.0,1,0.560807599977124
12017.0,1,0.583243500033859
12017.0,1,0.493206999963149
12017.0,1,0.440369000018109
12017.0,1,0.500078300014138
12017.0,1,0.461460100021213
12017.0,1,0.552510100009385
12017.0,1,0.351713099982589
12017.0,1,0.447467899997719
12017.0,1,0.363043599994853
12017.0,0,0.356231299985666
12017.0,1,0.601662100001704
12017.0,1,0.574957699980587
12017.0,1,0.485607700014953
12017.0,1,0.440003799973056
12017.0,1,0.619888300017919
12017.0,1,0.473582100006752
12017.0,1,0.467467400012538
12018.0,1,0.792240300000003
12018.0,0,0.590172500000108
12018.0,1,0.676747499999919
12018.0,1,0.51854359999993
12018.0,1,0.543361499999946
12018.0,1,0.527248699999973
12018.0,1,0.583870200000092
12018.0,1,0.510508699999946
12018.0,1,0.527064999999993
12018.0,1,0.440165099999831
12018.0,1,0.469141499999978
12018.0,1,0.966530899999952
12018.0,1,0.654084100000091
12018.0,1,0.457371199999898
12018.0,1,0.436869099999967
12018.0,1,0.442007699999976
12018.0,1,0.693559300000061
12018.0,1,0.542305999999826
12018.0,1,0.638146800000186
12018.0,1,0.538850800000091
12018.0,1,0.706403200000068
12018.0,1,0.468918499999972
12018.0,1,0.48665989999995
12018.0,1,0.448756099999855
12018.0,1,0.660655599999927
12018.0,1,0.559725899999876
12018.0,1,0.726393499999858
12018.0,1,0.503707099999929
12018.0,0,0.696501099999978
12018.0,0,0.667070200000126
12018.0,1,1.15737669999999
12018.0,1,0.6290876999999
12018.0,1,0.641558999999916
12018.0,1,0.573616700000002
12018.0,1,0.754732999999987
12018.0,1,0.449910699999919
12018.0,1,0.423644899999999
12018.0,0,0.419911499999898
12018.0,1,0.768830399999842
12018.0,1,0.614797800000133
12019.0,1,0.678874099976383
12019.0,1,0.472770099993795
12019.0,1,0.603446999972221
12019.0,1,0.56883399997605
12019.0,1,0.510574100015219
12019.0,1,0.520870700012892
12019.0,1,0.71422080002958
12019.0,1,0.482471399998758
12019.0,1,0.556870699976571
12019.0,1,0.323839499964379
12019.0,1,0.541804900043644
12019.0,1,0.556696499988902
12019.0,1,0.612588899966795
12019.0,1,0.506357600039337
12019.0,1,0.530683699995279
12019.0,1,0.548237400013022
12019.0,1,0.523101400001906
12019.0,1,0.389014099957421
12019.0,1,0.507341399963479
12019.0,1,0.539477200014517
12019.0,1,0.459518899966497
12019.0,1,0.431275799986906
12019.0,1,0.467312299995683
12019.0,1,0.462276900012512
12019.0,1,0.458020000020042
12019.0,1,0.501310900028329
12019.0,1,0.534444399992935
12019.0,1,0.526664500008337
12019.0,1,0.487337499973364
12019.0,1,0.401565800013486
12019.0,1,0.454376599984244
12019.0,1,0.458191099984106
12019.0,1,0.365111900027841
12019.0,1,0.373197800014168
12019.0,1,0.492314699979033
12019.0,1,0.534194000007119
12019.0,1,0.445553699973971
12019.0,1,0.457755899988115
12019.0,1,0.54109640000388
12019.0,1,0.492017599986866
12021.0,1,0.918538900325075
12021.0,1,0.590930599952117
12021.0,1,0.476222000084817
12021.0,1,0.487107200082392
12021.0,1,0.713408700190485
12021.0,1,0.450607400154695
12021.0,1,0.573984800139442
12021.0,1,0.403852400137111
12021.0,1,0.513502900255844
12021.0,1,0.491109500173479
12021.0,1,0.485155600123107
12021.0,1,0.511236200109124
12021.0,1,0.497606200166047
12021.0,1,0.490591800073162
12021.0,1,0.54940879996866
12021.0,1,0.492445800220594
12021.0,1,0.502388200024143
12021.0,1,0.439819800201803
12021.0,1,0.485260000219569
12021.0,1,0.421374100260436
12021.0,1,0.4024082000833
12021.0,1,0.385359000181779
12021.0,1,0.502381200203672
12021.0,1,0.504687800304964
12021.0,1,0.537152600008994
12021.0,1,0.416335399961099
12021.0,1,0.519740500021726
12021.0,1,0.526614800095558
12021.0,1,0.391537700081244
12021.0,1,0.533461600076407
12021.0,1,0.454581500031054
12021.0,1,0.441917900228873
12021.0,1,0.397589800180867
12021.0,1,0.411204700125381
12021.0,1,0.473022599937394
12021.0,1,0.451776400208473
12021.0,1,0.342862999998033
12021.0,1,0.47884549992159
12021.0,1,0.473926000064239
12021.0,1,0.460166300181299
12045.0,1,0.815410499984864
12045.0,1,0.79585270001553
12045.0,1,0.600294600008056
12045.0,1,0.61287250003079
12045.0,1,0.47605029999977
12045.0,1,0.496666199993342
12045.0,1,0.778594500035979
12045.0,1,0.540504899981897
12045.0,1,0.518343500036281
12045.0,1,0.653533399978187
12045.0,1,0.732810200017411
12045.0,1,0.555992399982642
12045.0,1,0.464572799974121
12045.0,1,0.346655600005761
12045.0,1,0.580673399963416
12045.0,1,0.622571600019
12045.0,1,0.456505300011486
12045.0,1,0.41858629998751
12045.0,1,0.56449070002418
12045.0,1,0.515851100033615
12045.0,1,0.39246559998719
12045.0,1,0.485010300006252
12045.0,1,0.572321199986618
12045.0,1,0.579642900032923
12045.0,1,1.16818889998831
12045.0,1,0.505869999993593
12045.0,1,0.443848400027491
12045.0,1,0.499284800025634
12045.0,1,0.583786399976816
12045.0,1,0.449700299999677
12045.0,1,0.488949599966872
12045.0,1,0.528198799991515
12045.0,1,0.463436199992429
12045.0,1,0.297360799973831
12045.0,1,0.526034499984235
12045.0,1,0.413390399946366
12045.0,1,0.453011900011916
12045.0,1,0.494541599997319
12045.0,1,0.64084659999935
12045.0,1,0.383833099971525
12046.0,1,0.903458200000387
12046.0,1,1.04143790000126
12046.0,1,0.873358400001962
12046.0,1,0.508793200000582
12046.0,1,0.609285700000328
12046.0,1,0.385684200000469
12046.0,1,0.930622000001676
12046.0,1,1.00142870000127
12046.0,1,0.473509600000398
12046.0,1,0.893102400001226
12046.0,1,0.69234250000045
12046.0,1,0.780451299999186
12046.0,1,0.845740200000364
12046.0,1,0.708863800000472
12046.0,1,0.977539800001978
12046.0,1,0.926113800000167
12046.0,1,0.812557499999457
12046.0,1,0.74070329999995
12046.0,1,0.912070000002132
12046.0,1,0.612586400000509
12046.0,1,0.659967100000358
12046.0,1,0.869849100001375
12046.0,1,0.834299400001328
12046.0,1,0.646860999999262
12046.0,1,0.805999000000156
12046.0,1,0.637378800000079
12046.0,1,0.681985000001077
12046.0,1,1.02538580000146
12046.0,1,0.923257700002068
12046.0,1,0.722530000000916
12046.0,1,0.817899300000136
12046.0,1,0.79459720000159
12046.0,1,0.679284200001348
12046.0,1,0.627852900001017
12046.0,1,0.866973000000144
12046.0,1,0.596894200001771
12046.0,1,0.761629399999947
12046.0,1,0.704266799999459
12046.0,1,1.09071200000108
12046.0,1,1.42599770000015
12048.0,1,0.792572400008794
12048.0,1,0.630208000016864
12048.0,1,0.649673699983396
12048.0,1,0.654482399986591
12048.0,1,0.60864190000575
12048.0,1,0.661450399988098
12048.0,1,0.576690700021572
12048.0,1,0.654790200002026
12048.0,1,0.562127799988957
12048.0,1,0.657365199993365
12048.0,1,0.621449600002961
12048.0,1,0.51302320000832
12048.0,1,0.538228700024774
12048.0,1,0.45029579999391
12048.0,1,0.559237500012387
12048.0,1,0.622130000003381
12048.0,1,0.82678850000957
12048.0,1,0.607838399999309
12048.0,1,0.620205699990038
12048.0,1,0.544514600012917
12048.0,1,0.585298999998486
12048.0,1,0.526428399985889
12048.0,1,0.727459500019904
12048.0,1,0.66547399997944
12048.0,1,0.635665200010408
12048.0,1,0.599219199997606
12048.0,1,0.701598399988143
12048.0,1,0.501934700005222
12048.0,1,0.511272700008703
12048.0,1,0.392796600004658
12048.0,1,0.566926599974977
12048.0,1,0.559431000001496
12048.0,1,0.421212199988076
12048.0,1,0.468265500006964
12048.0,1,0.54815069999313
12048.0,1,0.404381200001808
12048.0,1,0.467083800002001
12048.0,1,0.661399700009497
12048.0,0,0.40986200000043
12048.0,1,0.637777500000084
12049.0,1,0.826304399990477
12049.0,1,0.799314799980493
12049.0,1,0.516235199975199
12049.0,1,0.758136899981764
12049.0,1,0.684162399993511
12049.0,1,0.742150399993989
12049.0,1,0.959348699980183
12049.0,1,0.661269299991545
12049.0,1,0.832851699989988
12049.0,1,0.692657099993085
12049.0,1,0.758408599998802
12049.0,1,0.749302199983504
